frameNo, fps, batches, triangles, vertices, shadowCasters, renderTextureChanges, frameTime, renderTime, renderTextureCount, renderTextureBytes, usedTextureMemorySize, usedTextureCount, screenRes, screenBytes, vboTotal, vboTotalBytes, vboUploads, vboUploadBytes, ibUploads, ibUploadBytes, visibleSkinnedMeshes, drawCalls
186,60.7160828190074,99,70973,70122,73,34,0.001788,0.0006161,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,141
187,56.5985428854444,99,70973,70122,73,34,0.0022533,0.0005775,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,141
188,57.234106254175,99,70973,70122,73,34,0.0022277,0.0006158,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,141
189,63.1026280160054,99,70973,70122,73,34,0.0015669,0.0005845,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,141
190,57.4745674908846,99,70973,70122,73,34,0.0022742,0.0005836,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,141
191,63.0612463710509,107,73996,73772,79,34,0.0017769,0.0006366,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,151
192,58.1676019781307,122,79194,78337,81,34,0.0015659,0.0006142,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,167
193,63.8373969007042,172,158086,165346,198,34,0.0018944,0.0007429,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,268
194,56.3732838109187,390,406424,442730,672,34,0.0029835,0.0013398,34,289786030,0,0,1920x1080,24883200,0,0,13,140896,13,19068,2,759
195,57.7130620690367,413,482082,535964,856,34,0.0029139,0.0013051,34,289786030,0,0,1920x1080,24883200,0,0,13,163792,13,26520,2,770
196,65.7354129329586,168,389781,462933,417,31,0.0018075,0.0006551,34,289786030,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,424
197,58.8508792045745,148,344790,401203,264,31,0.0021534,0.0006301,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,281
198,63.8585895110658,144,357631,411404,224,31,0.0014859,0.0004717,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,274
199,56.8230231549695,139,309304,353535,247,31,0.0017457,0.0005245,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,275
200,60.3336445889454,138,364395,415547,259,31,0.0015707,0.0004998,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,274
201,62.6990662483232,139,354092,408377,243,31,0.0015708,0.0005442,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
202,59.1561937047744,121,290109,334496,247,31,0.00169,0.0004718,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,233
203,59.1495458437122,97,173293,176174,197,31,0.0016022,0.0004684,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,222
204,58.9358534816356,95,172213,174349,202,31,0.0014475,0.000441,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,229
205,60.4836239235664,96,172543,174777,207,31,0.0019315,0.0004694,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,235
206,62.1631555722753,95,172213,174349,202,31,0.0015023,0.0004566,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,229
207,57.9938790404015,97,173293,176174,197,31,0.0017039,0.0004986001,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,222
208,62.3332561236831,99,179425,184165,209,31,0.0019659,0.000564,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,218
209,59.6619556468394,99,178219,183132,217,31,0.0016105,0.000484,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,207
210,55.8228859822584,100,179691,185952,222,31,0.0020738,0.0006087,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,212
211,63.3874202507865,110,251397,272074,244,31,0.0018968,0.0004587,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,227
212,60.0153631556578,108,249459,270007,235,31,0.0014977,0.0004483,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,219
213,60.5319537298397,121,290109,334496,247,31,0.0017394,0.0004452,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,233
214,59.0622132951196,125,286195,329252,235,31,0.0015188,0.0004897,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,240
215,57.8948295142674,126,283135,325564,239,31,0.0014739,0.0004577,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,247
216,62.4071702040008,126,281719,324064,235,31,0.0014334,0.0004454,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,243
217,62.4321061447499,126,282065,324463,232,31,0.0014788,0.0004448,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,243
218,56.7804383805794,132,294584,341158,223,31,0.0019785,0.0005553,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,248
219,59.3771369157895,135,305086,357600,226,31,0.0020966,0.0004813,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,251
220,59.7785825639954,135,290564,337069,225,31,0.001592,0.0004887001,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,258
221,62.7714875964934,137,309379,354372,231,31,0.0015674,0.000554,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,269
222,60.9128403373091,143,348330,402458,251,31,0.0015068,0.0004662,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,284
223,57.0063667106404,139,354134,408447,243,31,0.0016728,0.0005103,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,280
224,62.9782393642947,137,348480,398696,252,31,0.001581,0.0005346001,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,282
225,57.6934141908772,135,336541,386216,249,31,0.0019543,0.0005346,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,276
226,60.023649861482,141,377675,431415,263,31,0.001579,0.0004834,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,282
227,52.9318959607591,141,372901,427541,256,31,0.0050207,0.0006883,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,280
228,71.8793577045987,145,361573,418087,288,31,0.0015456,0.0004909,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,281
229,59.3718443658994,144,360577,417135,292,31,0.0018484,0.0005361,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,287
230,64.0697093292532,142,354541,409558,290,31,0.0040052,0.0005576,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
231,54.5535876541459,142,354541,409558,290,31,0.0016515,0.0005052001,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
232,62.912468651921,142,354541,409558,290,31,0.0016325,0.0004996001,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
233,58.5908909746586,142,354541,409558,290,31,0.0016021,0.0005046,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
234,58.4761154768164,142,354541,409558,290,31,0.0016377,0.0005219,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
235,59.3116309571564,142,354541,409558,290,31,0.0017448,0.0004679,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
236,62.2335643599936,142,354541,409558,290,31,0.0014583,0.0004609001,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
237,62.5297043252774,142,354541,409558,290,31,0.0017139,0.0005359999,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
238,57.3479981537409,142,354541,409558,290,31,0.0015008,0.0004807999,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
239,60.1402480704005,142,354541,409558,290,31,0.0019691,0.0005643,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
240,58.792058557391,142,354541,409558,290,31,0.0018293,0.0006481,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
241,61.7314454990118,142,354541,409558,290,31,0.0022769,0.0005961,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,279
242,59.7735775784277,148,362901,420555,302,31,0.0018954,0.0005941,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,293
243,57.5950600092796,146,336005,385783,296,31,0.001862,0.0006574,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,296
244,61.0761650463181,147,334978,385312,321,31,0.0017822,0.0005588999,33,281491630,0,0,1920x1080,24883200,0,0,10,110368,10,9132,2,305
